title,price_ngn,listing_type,area,neighbourhood,address,bedrooms,bathrooms,toilets,property_type,description,pid,date_added,last_updated,source_url
6 Bedroom Detached Duplex,30000000,rent,Katampe,Katampe,Diplomatic Zone Katampe Extension Katampe Abuja,6,6,7,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PFBC,01-Mar-26,24-Apr-26,https://www.propertypro.ng/property/6-bedroom-house-for-rent-diplomatic-zone-katampe-extension-katampe-abuja-8PFBC
A Good Spacious 2 Bedroom Flat,7000000,rent,Katampe,Katampe,Diplomatic Zone. (video Of The Apartment Is Available) Katampe Extension Katampe Abuja,2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",9PHTE,25-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-diplomatic-zone-video-of-the-apartment-is-available-katampe-extension-katampe-abuja-9PHTE
A Good Spacious 4 Bedroom Terrace Duplex + 1bq,16000000,rent,Katampe,Katampe,Diplomatic Zone. Katampe Extension Katampe Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PKHS,09-Apr-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-diplomatic-zone-katampe-extension-katampe-abuja-1PKHS
Well Built 4 Bedroom Semi Detached Duplex,30000000,rent,Katampe,Katampe,"Diplomatic Zone, Katampe Extension Katampe Abuja",4,4,5,Semi-Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5PGTP,16-Mar-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-diplomatic-zone-katampe-extension-katampe-abuja-5PGTP
A Furnished & Serviced 4 Bedroom Terrace Duplex + 1bq,23000000,rent,Katampe,Katampe,Diplomatic Zone. Katampe Extension Katampe Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PLRL,21-Apr-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-diplomatic-zone-katampe-extension-katampe-abuja-3PLRL
6 Bedroom Terraced Duplex With 1 Bq,30000000,rent,Katampe,Katampe,"Diplomatic Zone, Katampe Extension Katampe Abuja",6,6,7,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PGTQ,16-Mar-26,24-Apr-26,https://www.propertypro.ng/property/6-bedroom-house-for-rent-diplomatic-zone-katampe-extension-katampe-abuja-1PGTQ
3 Bedroom Flat,12000000,rent,Katampe,Katampe,Katampe Main Katampe Abuja,3,4,4,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PGJR,12-Mar-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-katampe-main-katampe-abuja-3PGJR
"Executive 2bedroom Flat Apartment, At Katampe",23000000,rent,Katampe,Katampe,Katampe Main Katampe Abuja,2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5PJCU,28-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-rent-katampe-main-katampe-abuja-5PJCU
Serviced 4 Bedroom Terrace Duplex With Bq,16000000,rent,Katampe,Katampe,Katempe Extension Katampe Extension Katampe Abuja,4,6,6,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PKLW,10-Apr-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-katempe-extension-katampe-extension-katampe-abuja-1PKLW
Brand New Fully Detached 7 Bedroom Duplex With Bq,50000000,rent,Katampe,Katampe,Katampe Extension Katampe Abuja,7,7,7,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PHHE,20-Mar-26,24-Apr-26,https://www.propertypro.ng/property/7-bedroom-house-for-rent-katampe-extension-katampe-abuja-3PHHE
Luxurious 5 Bedroom Semi Detached Duplex,30000000,rent,Katampe,Katampe,Katampe Extension Katampe Abuja,5,5,6,Semi-Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PJSK,02-Apr-26,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-rent-katampe-extension-katampe-abuja-3PJSK
2 Bedroom Flat,3500000,rent,Katampe,Katampe,"By Maitama, Katampe Abuja",2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PDNL,17-Feb-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-maitama-katampe-abuja-1PDNL
Newly Built 6 Bedroom Fully Detached Duplex With Bq,30000000,rent,Katampe,Katampe,"Katampe Extension, Katampe Abuja",6,6,7,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0PFAP,01-Mar-26,24-Apr-26,https://www.propertypro.ng/property/6-bedroom-house-for-rent-katampe-extension-katampe-abuja-0PFAP
2 Bedroom Flat,3500000,rent,Katampe,Katampe,"By Maitama, Katampe Abuja",2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PHFQ,19-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-maitama-katampe-abuja-1PHFQ
Newly Built 5 Bedroom Semi Detached Duplex With Bq,30000000,rent,Katampe,Katampe,Katampe Extension Katampe Abuja,5,6,6,Semi-Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7PJUD,03-Apr-26,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-rent-katampe-extension-katampe-abuja-7PJUD
Luxury 5 Bedroom Terrace Duplex With Bq,17000000,rent,Katampe,Katampe,Katampe Extension Katampe Abuja,5,6,6,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4PLJH,17-Apr-26,23-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-rent-katampe-extension-katampe-abuja-4PLJH
One Bedroom Flat (to Be Furnished & 24hrs Light),3600000,rent,Life-Camp,Camp,"Life Camp By Stella Maris School, Life Camp Abuja Life Camp Abuja",1,1,1,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4PMFD,25-Apr-26,25-Apr-26,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-life-camp-by-stella-maris-school-life-camp-abuja-life-camp-abuja-4PMFD
Newly Built 4 Bedroom Terraced Duplex With Bq,10000000,rent,Life-Camp,Camp,"Life Camp In A Secured And Serene Estate, Life Camp Abuja",4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0NVTK,26-Nov-25,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-in-a-secured-and-serene-estate-life-camp-abuja-0NVTK
4 Bedroom Terrace Duplex With Bq,13000000,rent,Life-Camp,Camp,Life Camp Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PGKN,12-Mar-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-abuja-8PGKN
Spacious 4 Bedroom Terraced Duplex,7500000,rent,Life-Camp,Camp,Life Camp Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PCPL,09-Feb-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-abuja-1PCPL
4 Bedroom Semi Detached Duplex,14000000,rent,Life-Camp,Camp,Life Camp Abuja,4,4,5,Semi-Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5PCXF,11-Feb-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-abuja-5PCXF
Newly Built 4 Bedroom Terrace Duplex With Bq,10000000,rent,Life-Camp,Camp,Life Camp Life Camp Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7PDGM,15-Feb-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-life-camp-abuja-7PDGM
Newly Built 4 Bedroom Terraced Duplex,9000000,rent,Life-Camp,Camp,Life Camp Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PBMP,29-Jan-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-abuja-8PBMP
Newly Built 4 Bedroom Terrace Duplex,9500000,rent,Life-Camp,Camp,Life Camp Life Camp Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PDGN,15-Feb-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-life-camp-abuja-8PDGN
Newly Built 5 Bedroom Detached Duplex With Bq,25000000,rent,Life-Camp,Camp,Life Camp Abuja,5,5,6,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4PGLP,12-Mar-26,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-rent-life-camp-abuja-4PGLP
4 Bedroom Terrace Duplex With Bq,8000000,rent,Life-Camp,Camp,Cornerpeice Life Camp Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0NSRU,25-Oct-25,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-rent-cornerpeice-life-camp-abuja-0NSRU
